,Status,Beds,Baths,SQFT,Acres,Price,Address,City
392,Contingent,2,2,"1,136",871,"$231,500","5602 Frawley Dr Unit 1-5602, ","Dublin, OH 43016"
393,Contingent,6,"8,276",,,"$449,900","154 Clinton Heights Ave, ","Columbus, OH 43202"
394,For Sale,3,2,"1,805",,,"Riverside Plan, Hoover Farms Community","Westerville, OH"
395,Contingent,2,2.5+,"1,584",871,"$264,900","2537 Dahlia Way Unit 27D, ","Columbus, OH 43235"
396,For Sale,2,2,"1,646",,,"Prosperity with Basement Plan, Retreat at Sugar Farms Community","Hilliard, OH"
397,For Sale,3,2,"1,756",,,"Grandview Plan, Hoover Farms Community","Westerville, OH"
398,For Sale,4,3.5,"2,502","4,792","$785,000","947 Thomas Rd, ","Columbus, OH 43212"
399,For Sale,4,1.5,"1,369","7,405","$254,000","4980 Harbor Blvd, ","Columbus, OH 43232"
400,For Sale,3,2.5,"1,421","3,485","$280,000","7129 Austrian Way, ","Reynoldsburg, OH 43068"
401,Contingent,3,1,"1,136","6,098","$150,000","2864 E 10th Ave, ","Columbus, OH 43219"
402,Contingent,3,2,"1,308","6,098","$339,900","751 Sanville Dr, ","Lewis Center, OH 43035"
403,Contingent,4,1.5,"1,234","8,712","$289,000","5281 Cherry Creek Pkwy S, ","Columbus, OH 43228"
404,For Sale,10,"7,740","6,970",,"$995,000","1487-1499 Hamlet St, ","Columbus, OH 43201"
405,For Sale,2,2,"1,892",,,"Palmary Plan, Retreat at Sugar Farms Community","Hilliard, OH"
406,For Sale,3,2,"1,523",,,"Fremont Plan, Hoover Farms Community","Westerville, OH"
407,For Sale,3,2,"1,440",,,"Ashland Plan, Hoover Farms Community","Westerville, OH"
408,Contingent,3,2,"1,110","1,742","$295,000","2651 Findley Ave, ","Columbus, OH 43202"
409,For Sale,3,2.5,"1,948",,,"Dearborn Plan, Hoover Farms Community","Westerville, OH"
410,For Sale,3,2.5,"2,116",,,"Dublin Plan, Townes at Hamilton Community","Westerville, OH"
411,Contingent,3,2.5,"1,510",0.27,"$274,900","4093 Boyer Ridge Dr, ","Canal Winchester, OH 43110"
412,For Sale,4,2.5,"2,899",,,"Hilltop Plan, Sugar Farms Community","Hilliard, OH"
413,Contingent,3,2.5,"1,826","6,534","$339,900","1235 Onaway Ct, ","Columbus, OH 43228"
414,For Sale,2,2.5,"1,751",0.33,"$624,900","50 W Broad St Apt 3502, ","Columbus, OH 43215"
415,For Sale,3,2.5,"1,711",,,"Bexley Plan, Hoover Farms Community","Westerville, OH"
416,Contingent,2,2,"1,075","1,307","$199,900","6717 Red Sunset Pl, ","Columbus, OH 43213"
417,For Sale,2,2.5,"1,320","1,742","$495,000","1062 Mount Pleasant Ave, ","Columbus, OH 43201"
418,Contingent,3,2.5,"2,212","7,841","$379,526","1256 Freshman Dr, ","Westerville, OH 43081"
419,For Sale,4,3.5,"3,102",1.02,"$799,900","3075 Rockford Dr, ","Columbus, OH 43221"
420,Contingent,2,2,"1,240","1,742","$234,000","1319 Worthington Creek Dr Unit 12, ","Columbus, OH 43085"
421,For Sale,4,2.5,"2,548",,,"Granville Plan, Hoover Farms Community","Westerville, OH"
422,Contingent,3,1,"1,203","7,405","$184,900","3006 Gerbert Rd, ","Columbus, OH 43224"
423,For Sale,3,2.5,"1,724","3,920","$323,800","4045 Sweet Shadow Ave, ","Columbus, OH 43230"
424,Contingent,3,1,"1,048",0.23,"$189,900","974 Pierce Ave, ","Columbus, OH 43227"
425,For Sale,4,2.5,"1,950","8,276","$359,900","7868 Antonio Ln, ","Blacklick, OH 43004"
426,For Sale,4,2.5,"3,008",,,"Continental Plan, Sugar Farms Community","Hilliard, OH"
427,For Sale,2,1,842,"5,663","$120,000","859 Pierce Ave, ","Columbus, OH 43213"
428,Contingent,2,1.5,"1,462","1,742","$439,900","677 S 3rd St, ","Columbus, OH 43206"
429,For Sale,4,2.5,"1,942","8,276","$329,900","5679 Sandalwood Blvd, ","Columbus, OH 43229"
430,For Sale,4,2.5,"1,929","6,098","$349,000","6992 Richfield Dr, ","Reynoldsburg, OH 43068"
431,Contingent,3,2,"1,761","6,534","$383,900","5938 Myrick Rd, ","Dublin, OH 43016"
432,Contingent,3,2.5,"1,584","3,485","$259,900","6313 Marengo St, ","Canal Winchester, OH 43110"
433,Contingent,2,2.5+,"1,869",871,"$224,900","96 Preswicke Ml, ","Blacklick, OH 43004"
434,Contingent,3,2,"1,537","8,712","$305,000","6627 Brock St, ","Dublin, OH 43017"
435,For Sale,2,2,"1,864","6,534","$575,000","6175 Deer Cliff Rd, ","Dublin, OH 43017"
436,Contingent,3,2.5,"1,858","6,534","$379,900","3380 LA Coste Ln, ","Columbus, OH 43228"
437,For Sale,3,2.5,"1,910","6,098","$425,000","5910 Wyndale Dr, ","Westerville, OH 43081"
438,Contingent,2,1.5,"1,188",,"$209,900","5296 Bethel Woods Dr, ","Columbus, OH 43220"
439,Contingent,4,2.5,"2,024","7,405","$365,000","2649 Amberwick Pl, ","Hilliard, OH 43026"
440,For Sale,3,2.5,"2,310",,"$366,850","1639 Lewes Castle Dr, ","Grove City, OH 43123"
441,Contingent,2,1,"1,413","7,405","$149,900","3933 Chrisview Dr, ","Columbus, OH 43227"
442,Contingent,3,2.5,"1,584","1,307","$210,000","2680 Lilypark Dr Unit 153, ","Columbus, OH 43219"
443,Contingent,3,2.5,"1,860","7,405","$325,000","7217 Bellowind Ct, ","Reynoldsburg, OH 43068"
444,For Sale,5,2,"1,437","7,841","$315,000","221 Lincolnshire Rd, ","Columbus, OH 43230"
445,Coming Soon,3,2.5,"1,774","4,792","$319,900","6837 Willow Bloom Dr, ","Canal Winchester, OH 43110"
446,For Sale,3,1.5,"1,206","6,098","$325,000","1754 Lone Prairie Dr, ","Powell, OH 43065"
447,For Sale,3,"1,494","2,614",,"$525,000","386 W 2nd Ave, ","Columbus, OH 43201"
448,For Sale,4,2.5,"2,210","7,405","$449,900","5733 Pleasant Hill Dr, ","Hilliard, OH 43026"
449,Contingent,2,2,"1,000","1,742","$185,000","4036 Castel Dr, ","Groveport, OH 43125"
450,For Sale,3,2.5,"1,584","3,485","$349,850","5812 Ivy Branch Dr, ","Dublin, OH 43016"
451,Contingent,4,2.5,"3,202","6,098","$425,000","5953 Annsborough Dr, ","Galloway, OH 43119"
452,For Sale,4,2.5,"2,609",,,"Greenfield Plan, Sugar Farms Community","Hilliard, OH"
453,For Sale,1,1,616,,"$33,000","755 Stelzer Rd Lot 214, ","Columbus, OH 43219"
454,For Sale,3,2.5,"1,356","1,307","$255,000","6196 Early Light Dr Unit 48, ","Galloway, OH 43119"
455,For Sale,4,3.5,"6,106",4.78,"$2,295,000","5580 Riverside Dr, ","Dublin, OH 43017"
456,Contingent,3,2,"1,426","4,356","$450,000","960 Palmer Rd, ","Grandview Heights, OH 43212"
457,For Sale,3,2.5,"2,220","6,970","$319,900","2500 Hotchkiss St, ","Grove City, OH 43123"
458,Contingent,4,3,"2,569",0.5,"$423,000","5944 Whitman Rd, ","Columbus, OH 43213"
459,Contingent,3,2.5,"1,498","6,098","$269,900","6944 Bennell Dr, ","Reynoldsburg, OH 43068"
460,Contingent,3,2.5,"1,530","4,792","$314,900","5766 Redsand Rd, ","Hilliard, OH 43026"
461,For Sale,3,1,"1,458",0.23,"$415,000","4241 Eastlea Dr, ","Columbus, OH 43214"
462,For Sale,3,1,"1,458",0.23,"$415,000","4241 Eastlea Dr, ","Columbus, OH 43214"
463,Contingent,4,2.5,"3,081","6,534","$475,000","5959 Seager Dr, ","Westerville, OH 43081"
464,For Sale,2,1.5,992,"3,920","$159,900","37 S Cypress Ave, ","Columbus, OH 43222"
465,Contingent,2,1.5,"1,056",436,"$199,900","2567 Scioto View Ln Unit J, ","Columbus, OH 43221"
466,Contingent,3,2.5,"1,791","3,049","$372,500","6019 McCotter Rd, ","Dublin, OH 43016"
467,Contingent,2,1.5,"1,452",436,"$195,000","1806 Ridgebury Dr, ","Hilliard, OH 43026"
468,Contingent,3,1.5,"1,228","9,148","$215,000","2680 Moonlight Ln, ","Columbus, OH 43207"
469,For Sale,4,3.5,"3,111","9,148","$875,000","1410 Lincoln Rd, ","Columbus, OH 43212"
470,Contingent,3,2.5,"2,240","4,792","$309,900","2957 Sussex Place Dr, ","Grove City, OH 43123"
471,Contingent,3,1,912,"6,534","$79,900","1576 Grattan Rd, ","Columbus, OH 43227"
472,For Sale,3,2,"1,376","7,405","$299,900","3430 Overbey Dr, ","Reynoldsburg, OH 43068"
473,Contingent,2,1.5,"1,280","1,742","$449,900","173 E Sycamore St, ","Columbus, OH 43206"
474,For Sale,2,1.5+,"1,424",871,"$150,000","1040 Hardesty Pl W, ","Columbus, OH 43204"
475,For Sale,2,2,"1,360",0.25,"$269,900","106 N High St Apt 103, ","Columbus, OH 43215"
476,Contingent,4,2.5,"1,960",0.24,"$459,900","1617 Shelley Ct, ","Columbus, OH 43235"
477,Coming Soon,3,1,"1,040","6,534","$205,000","5401 Adderley Ave, ","Columbus, OH 43232"
478,Contingent,3,1.5,"1,763","5,663","$259,900","46 S Algonquin Ave, ","Columbus, OH 43204"
479,Contingent,3,2.5,"2,078","6,534","$422,398","3070 Quiet Brook Vale, ","Columbus, OH 43231"
480,For Sale,3,2,"1,257","5,227","$325,900","148 Leland Ave, ","Columbus, OH 43214"
481,Contingent,3,2,"1,720",0.24,"$605,000","1407 Wyandotte Rd, ","Columbus, OH 43212"
482,Contingent,3,1.5,"2,005","7,405","$625,000","1860 Elmwood Ave, ","Upper Arlington, OH 43212"
483,Contingent,2,1.5+,"1,530","1,742","$179,900","7583 Wellshire Dr, ","Pickerington, OH 43147"
484,Contingent,4,2.5,"2,093",0.32,"$430,000","2048 Fishinger Rd, ","Upper Arlington, OH 43221"
485,For Sale,2,2,"1,134",0.35,"$289,000","110 N 3rd St Unit 501, ","Columbus, OH 43215"
486,Contingent,3,1,"1,553","4,792","$180,000","730 S Roys Ave, ","Columbus, OH 43204"
487,Contingent,2,3,"1,592",436,"$285,000","369 Olentangy Forest Dr Unit 6B, ","Columbus, OH 43214"
488,For Sale,3,1,"1,406","7,405","$170,000","4984 Vanderbilt Dr, ","Columbus, OH 43213"
489,For Sale,3,3,"1,834",,"$419,900","38 W Hoster St, ","Columbus, OH 43215"
490,For Sale,2,1,936,"8,712","$202,000","785 Colton Rd, ","Columbus, OH 43207"
491,For Sale,1,1,840,871,"$259,800","13 Victorian Gate Way, ","Columbus, OH 43215"
492,For Sale,4,3.5+,"6,200",0.31,"$2,325,000","2151 Arlington Ave, ","Columbus, OH 43221"
493,Contingent,4,3.5,"3,063","4,356","$945,000","1115 Neil Ave, ","Columbus, OH 43201"
494,For Sale,3,1,"1,146","7,405","$415,000","539 Brevoort Rd, ","Columbus, OH 43214"
495,Contingent,2,2,"1,280",0.4,"$229,900","387 Dysar Run Dr Unit 28-387, ","Blacklick, OH 43004"
496,Contingent,2,2.5,"1,716","2,178","$649,000","931 Mohawk St, ","Columbus, OH 43206"
497,For Sale,3,2,"1,612","1,742","$479,999","240 W 2nd Ave, ","Columbus, OH 43201"
498,For Sale,2,2,"1,842",,,"Mystique with Basement Plan, Retreat at Sugar Farms Community","Hilliard, OH"
499,For Sale,3,2.5,"1,818",,Contact For Price,"Sierra Plan, Lampton Village Community","COLUMBUS, OH"
500,Contingent,3,2.5,"1,332","6,970","$269,900","7987 Crawford Farms Dr, ","Blacklick, OH 43004"
501,Contingent,3,2.5,"1,972","8,276","$239,900","1668 Sandhurst Rd, ","Columbus, OH 43229"
502,Contingent,4,3,"2,636","5,663","$360,100","5946 Breigha Dr, ","Galloway, OH 43119"
503,For Sale,3,2.5,"1,428","9,148","$314,900","1008 Allison Dr, ","Columbus, OH 43207"
504,For Sale,3,2,"1,911","5,663","$299,900","166 Jefferson Ave, ","Columbus, OH 43215"
505,Contingent,4,2.5,"3,084","7,405","$420,000","5661 Hardwell Dr, ","Hilliard, OH 43026"
506,For Sale,1,1,788,871,"$122,500","1633 McNaughten Rd Unit B, ","Columbus, OH 43232"
507,Contingent,4,3,"3,593",0.25,"$759,900","2658 E Broad St, ","Columbus, OH 43209"
508,For Sale,3,2,"1,484","2,178","$391,000","5699 Asherton Woods Dr, ","Westerville, OH 43081"
509,For Sale,3,1,"1,232","4,792","$184,900","661 S Harris Ave, ","Columbus, OH 43204"
510,For Sale,3,2.5,"2,296","2,178","$335,000","6345 Chetti Dr, ","Columbus, OH 43213"
511,For Sale,4,2,"1,740",0.47,"$390,000","4161 Ongaro Dr, ","Columbus, OH 43204"
512,For Sale,3,2.5,"1,997","6,098","$334,900","3010 Bremen St, ","Columbus, OH 43224"
513,Foreclosure,2,1,"1,192","7,405","$114,000","3816 Wade Rd, ","Columbus, OH 43232"
514,Contingent,2,2.5,"1,650","3,049","$530,000","678 S 9th St, ","Columbus, OH 43206"
